"Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand","Model"
"Jaipur","2013","53959","Petrol","Manual","First","19.4","1198","86.8","5","3.5","Honda","Brio"
"Kochi","2014","55804","Petrol","Manual","First","17","1197","80","5","4.76","Hyundai","i20"
"Kochi","2016","25899","Petrol","Manual","First","15.04","1598","103.2","5","6.2","Volkswagen","Vento"
"Pune","2008","82000","Diesel","Manual","Second","18.7","1896","66","5","2.35","Skoda","Octavia"
"Mumbai","2014","52000","Diesel","Automatic","First","13","2143","204","5","24.5","Mercedes-Benz","E-Class"
"Pune","2013","20000","Petrol","Manual","First","13.24","1598","102.57","5","6","Renault","Duster"
"Hyderabad","2017","31829","Petrol","Manual","First","21.1","814","55.2","5","3.65","Hyundai","EON"
"Coimbatore","2016","18094","Petrol","Manual","Second","18.6","1197","85.8","5","6.26","Maruti","Swift"
"Mumbai","2015","11964","Diesel","Automatic","First","13.22","2967","241.4","5","32.95","Audi","Q5"
"Coimbatore","2018","22684","Petrol","Manual","First","18.6","1197","81.83","5","7.8","Hyundai","i20"
"Bangalore","2014","43521","Petrol","Manual","First","19.4","1198","86.8","5","4.25","Honda","Brio"
"Kochi","2014","49386","Petrol","Manual","First","17.5","1298","85.8","5","4.86","Maruti","Swift"
"Delhi","2017","12248","Petrol","Manual","First","18.9","1197","81.86","5","4.9","Hyundai","Grand"
"Coimbatore","2014","67771","Diesel","Manual","First","11.68","2498","112","8","7.06","Mahindra","Xylo"
"Delhi","2015","60007","Petrol","Automatic","First","17.21","1798","189","4","4.5","Volkswagen","Polo"
"Coimbatore","2011","48624","Petrol","Manual","First","24.07","998","67.1","5","3.22","Maruti","Alto"
"Kolkata","2014","30000","Diesel","Manual","First","22.07","1199","73.9","5","3.25","Volkswagen","Polo"
"Delhi","2016","81605","Petrol","Manual","First","18.9","1197","82","5","4.53","Hyundai","Grand"
"Coimbatore","2017","32642","Diesel","Automatic","First","14.84","2143","170","5","34.78","Mercedes-Benz","New"
"Pune","2014","34200","Petrol","Automatic","First","15.74","1591","121.3","5","6.5","Hyundai","Verna"
"Chennai","2010","72204","Petrol","Manual","First","15.7","1172","67","5","2.25","Fiat","Punto"
"Pune","2011","156347","Diesel","Manual","Second","12.99","2494","100","8","8","Toyota","Innova"
"Kochi","2017","47357","Diesel","Automatic","First","18.49","1493","100","7","8.37","Mahindra","TUV"
"Coimbatore","2015","61738","Diesel","Manual","First","20.14","1498","88.8","5","5.39","Volkswagen","Polo"
"Kochi","2018","32586","Diesel","Automatic","First","22.48","1995","190","5","37.3","BMW","5"
"Coimbatore","2018","40129","Diesel","Automatic","First","11.57","2987","254.79","5","70.8","Mercedes-Benz","GLE"
"Mumbai","2012","51000","Diesel","Automatic","First","11.74","2987","254.8","5","22.25","Mercedes-Benz","M-Class"
"Kochi","2018","10393","Petrol","Manual","First","18.9","1197","81.86","5","6.03","Hyundai","Grand"
"Mumbai","2011","46000","Petrol","Automatic","First","13.7","1798","157.75","5","4.9","Skoda","Superb"
"Chennai","2013","21000","Petrol","Automatic","First","16.95","1197","78.9","5","3.96","Hyundai","i10"
"Hyderabad","2011","113562","Diesel","Manual","First","23","1396","90","5","4.6","Hyundai","i20"
"Mumbai","2011","100010","Diesel","Manual","Second","12.05","2179","120","8","5.5","Mahindra","Scorpio"
"Mumbai","2013","63107","Petrol","Manual","First","19.4","1198","86.8","5","3.25","Honda","Brio"
"Jaipur","2017","58500","Petrol","Manual","First","18.6","1197","81.83","5","6.25","Hyundai","i20"
"Pune","2007","90000","Diesel","Manual","Fourth & Above","10.9","2499","143","7","3","Ford","Endeavour"
"Chennai","2011","108242","Diesel","Manual","First","16.8","1493","110","5","4.25","Hyundai","Verna"
"Pune","2011","146300","Diesel","Manual","First","11.5","2982","171","7","12.25","Toyota","Fortuner"
"Pune","2011","62943","Diesel","Automatic","Second","17.05","1995","184","5","10.95","BMW","X1"
"Delhi","2013","65000","Diesel","Automatic","First","12.55","2982","168.5","7","16.5","Toyota","Fortuner"
"Pune","2018","1700","Petrol","Automatic","First","19","1199","88.76","5","7.8","Honda","Amaze"
"Kochi","2013","34697","Petrol","Manual","First","19.81","1086","68.05","5","3.7","Hyundai","i10"
"Hyderabad","2012","58000","Petrol","Manual","First","17","1197","80","5","4","Hyundai","i20"
"Mumbai","2015","32500","Diesel","Automatic","First","19.59","1995","187.74","5","26.75","BMW","3"
"Coimbatore","2016","58661","Diesel","Automatic","First","15.17","1968","181","5","28.03","Audi","Q3"
"Kochi","2017","37124","Petrol","Manual","First","20.4","1197","81.8","5","5.44","Maruti","Swift"
"Delhi","2017","44000","Petrol","Automatic","First","21.4","1197","83.1","5","6.2","Maruti","Baleno"
"Kolkata","2005","45200","Petrol","Manual","First","13.2","1495","94","5","0.9","Hyundai","Accent"
"Mumbai","2016","11000","Petrol","Manual","First","18.5","1197","85.8","5","3.95","Maruti","Ritz"
"Pune","2011","65000","Petrol","Manual","Second","26","624","35","4","0.44","Tata","Nano"
"Ahmedabad","2012","55005","Diesel","Manual","First","20","1399","68","5","2.75","Ford","Figo"
"Hyderabad","2011","81650","Diesel","Automatic","First","18.33","1968","167.7","5","7.5","Volkswagen","Passat"
"Chennai","2010","160000","Diesel","Manual","Second","19","1248","93","5","2.5","Fiat","Linea"
"Hyderabad","2015","169000","Diesel","Manual","First","14.95","2489","93.7","7","5","Mahindra","Xylo"
"Hyderabad","2013","67263","Petrol","Manual","First","18.9","998","67.1","5","3.6","Maruti","Wagon"
"Kochi","2012","44223","Petrol","Manual","First","17.6","1496","88.7","5","3.99","Toyota","Etios"
"Coimbatore","2015","36840","Petrol","Manual","First","18.9","1197","82","5","5.64","Hyundai","Grand"
"Pune","2014","160000","Diesel","Manual","First","12.99","2494","100","8","12","Toyota","Innova"
"Kolkata","2008","133000","Diesel","Manual","First","16.8","1405","62","5","0.7","Tata","Indica"
"Mumbai","2015","69123","Diesel","Automatic","First","18.88","1995","184","5","19","BMW","3"
"Delhi","2017","38000","Diesel","Automatic","First","10.91","3198","197","7","30.48","Ford","Endeavour"
"Mumbai","2017","5500","Petrol","Manual","First","21.56","1462","103.25","5","8.2","Maruti","Ciaz"
"Kolkata","2015","1001","Diesel","Manual","First","25.83","1498","99","5","7.55","Ford","Figo"
"Pune","2007","59000","Petrol","Manual","Third","15.26","1150","74.9","5","0.99","Chevrolet","Aveo"
"Delhi","2011","78256","Petrol","Automatic","First","16.8","1497","118","5","4.15","Honda","City"
"Chennai","2016","90000","Petrol","Manual","First","16.95","1498","97.6","5","6.2","Nissan","Sunny"
"Kolkata","2016","18000","Petrol","Manual","First","19.1","1197","85.8","5","4.4","Maruti","Swift"
"Kolkata","2012","60000","Diesel","Manual","First","20","1399","68","5","2.1","Ford","Figo"
"Jaipur","2011","130000","Diesel","Manual","First","20.3","1248","75","5","2.2","Fiat","Grande"
"Coimbatore","2018","32851","Petrol","Manual","First","18.6","1197","81.86","5","8.34","Hyundai","Elite"
"Kolkata","2014","32000","Diesel","Manual","First","23.4","1248","74","5","4.35","Maruti","Swift"
"Hyderabad","2014","62700","Diesel","Manual","First","22.7","1498","89.84","5","6.8","Ford","Ecosport"
"Jaipur","2010","71000","Diesel","Manual","First","19.3","1248","73.9","5","3.3","Maruti","Swift"
"Kochi","2016","19947","Petrol","Manual","First","18.9","1197","82","5","5.04","Hyundai","Grand"
"Hyderabad","2012","91000","Diesel","Automatic","First","11.4","2953","153.86","7","9.2","Ford","Endeavour"
"Hyderabad","2014","74000","Diesel","Manual","First","22.07","1199","73.9","5","5.7","Volkswagen","Polo"
"Kochi","2018","55594","Diesel","Manual","First","18.49","1493","100","7","8.48","Mahindra","TUV"
"Hyderabad","2013","58000","Diesel","Automatic","First","11.2","2993","306","4","48","BMW","X6"
"Hyderabad","2012","110224","Diesel","Manual","First","19.01","1461","108.45","5","6.1","Renault","Duster"
"Ahmedabad","2010","21002","Petrol","Manual","First","22.5","998","67.04","5","2.75","Maruti","Wagon"
"Pune","2017","121000","Diesel","Manual","First","24.52","1248","88.5","7","8","Maruti","Ertiga"
"Jaipur","2010","73513","Petrol","Manual","First","19.7","796","46.3","5","1.85","Maruti","Alto"
"Jaipur","2015","34000","Petrol","Automatic","First","20.51","998","67","5","3.85","Maruti","Wagon"
"Coimbatore","2017","28371","Petrol","Manual","First","15.1","1196","73","7","4.74","Maruti","Eeco"
"Kochi","2013","74755","Diesel","Manual","First","19.6","1461","108.45","5","5.63","Renault","Duster"
"Kochi","2011","25805","Petrol","Manual","First","18.2","1061","64","5","2.62","Maruti","Zen"
"Kochi","2015","82603","Petrol","Manual","First","13.06","1598","102.53","5","4.9","Renault","Duster"
"Chennai","2006","110000","Petrol","Manual","First","13.5","1799","130","5","2.65","Honda","Civic"
"Delhi","2012","88000","Diesel","Manual","First","16","2179","140","7","5.99","Mahindra","XUV500"
"Chennai","2011","110000","Diesel","Manual","Second","21","1461","64.1","5","2.4","Mahindra","Verito"
"Delhi","2017","15000","Petrol","Manual","First","21.7","999","67","5","4.25","Renault","KWID"
"Mumbai","2013","70000","Diesel","Automatic","First","15.15","2967","240","5","40","Porsche","Cayenne"
"Pune","2008","150000","Diesel","Manual","Second","28.4","1248","74","5","2.7","Maruti","Swift"
"Hyderabad","2016","19000","Petrol","Manual","First","20.63","1198","67","5","2.99","Datsun","GO"
"Chennai","2011","37442","Petrol","Manual","First","18.5","1197","80","5","3.4","Hyundai","i20"
"Coimbatore","2016","63111","Diesel","Automatic","Second","18.12","1995","190","5","30.8","BMW","5"
"Mumbai","2012","88000","Diesel","Manual","First","20.77","1248","88.8","7","5.85","Maruti","Ertiga"
"Jaipur","2014","42355","Petrol","Manual","First","18.9","1197","82","5","4","Hyundai","Grand"
"Coimbatore","2011","75871","Petrol","Automatic","First","9.43","2996","254","5","14.12","BMW","3"
"Mumbai","2011","65000","Diesel","Manual","First","17.9","1998","163.7","5","4.55","Chevrolet","Cruze"
"Jaipur","2011","79232","Diesel","Manual","First","21.1","1248","73.9","5","2.9","Maruti","Ritz"
"Pune","2007","220000","Petrol","Automatic","Second","11.74","1796","186","5","6","Mercedes-Benz","New"
"Kochi","2016","28470","Petrol","Manual","First","18.6","1197","81.83","5","6.95","Hyundai","i20"
"Kolkata","2014","9759","Petrol","Manual","First","20.3","998","68.05","5","2.75","Hyundai","EON"
"Pune","2014","75216","Diesel","Manual","First","22.9","1248","74","5","5.1","Maruti","Swift"
"Chennai","2017","8000","Petrol","Manual","First","18.6","1197","81.83","5","6.75","Hyundai","i20"
"Mumbai","2014","59451","Petrol","Manual","First","18.5","1197","85.8","5","3.69","Maruti","Ritz"
"Hyderabad","2013","53996","Diesel","Manual","First","22.9","1248","74","5","5.45","Maruti","Swift"
"Kochi","2018","15135","Petrol","Manual","First","17.5","1199","88.7","5","9.29","Honda","WRV"
"Chennai","2015","53000","Petrol","Automatic","Second","16.9","1197","81.86","5","4","Hyundai","Xcent"
"Kolkata","2013","40000","Petrol","Manual","First","18","1198","86.7","5","2.9","Honda","Amaze"
"Pune","2013","21107","Petrol","Manual","First","17.1","1591","121.3","5","5.25","Hyundai","Verna"
"Mumbai","2014","56000","Petrol","Manual","First","16.8","1497","116.3","5","5.75","Honda","City"
"Coimbatore","2017","19623","Petrol","Manual","First","15.29","1591","121.3","5","13.12","Hyundai","Creta"
"Kochi","2014","70963","Diesel","Manual","First","15.1","2179","140","7","7.83","Mahindra","XUV500"
"Mumbai","2013","25755","CNG","Manual","First","26.6","998","58.16","5","3.15","Maruti","Wagon"
"Mumbai","2013","51450","Diesel","Manual","First","12.8","2494","102","7","10.4","Toyota","Innova"
"Pune","2012","75000","Diesel","Manual","First","22.9","1248","74","5","4.35","Maruti","Swift"
"Coimbatore","2017","37832","Petrol","Automatic","First","22.5","998","67","5","5.23","Maruti","Wagon"
"Coimbatore","2016","43041","Petrol","Manual","First","18.9","1197","81.86","5","6.01","Hyundai","Grand"
"Hyderabad","2014","97236","Diesel","Manual","First","25.8","1498","98.6","5","4.4","Honda","Amaze"
"Chennai","2010","83000","Diesel","Automatic","First","16.07","1995","181","5","12.75","BMW","3"
"Delhi","2011","65000","Petrol","Manual","First","15.6","1196","70","5","2.4","Ford","Figo"
"Kochi","2018","46007","Petrol","Manual","First","17","1198","73.75","5","5.71","Volkswagen","Ameo"
"Kochi","2015","65925","Diesel","Manual","Second","22.7","1498","89.84","5","5.49","Ford","Ecosport"
"Pune","2004","73500","Petrol","Manual","Second","13","1343","90","5","1.3","Honda","City"
"Kolkata","2014","55000","Diesel","Manual","First","16","2179","140","7","8.5","Mahindra","XUV500"
"Delhi","2012","115000","Diesel","Manual","First","13","2982","168.5","7","12.99","Toyota","Fortuner"
"Kolkata","2017","31184","Petrol","Manual","First","18.9","1197","81.86","5","5","Hyundai","Grand"
"Pune","2017","41747","Diesel","Automatic","First","28.4","1248","73.75","5","9","Maruti","Dzire"
"Kochi","2016","38143","Diesel","Manual","First","22.9","1248","74","5","5.22","Maruti","Swift"
"Pune","2012","19030","Petrol","Manual","First","16.47","1198","73.9","5","3.8","Volkswagen","Polo"
"Coimbatore","2019","20877","Petrol","Manual","First","18.16","1197","78.9","5","7.27","Toyota","Etios"
"Mumbai","2016","23555","Petrol","Manual","First","22","1197","81.8","5","5.1","Maruti","Swift"
"Bangalore","2013","29000","Diesel","Automatic","First","14.21","2143","203","5","29","Mercedes-Benz","E-Class"
"Pune","2013","61000","Petrol","Manual","First","18.9","998","67.1","5","2.9","Maruti","Wagon"
"Kochi","2012","4187","Petrol","Manual","First","26","624","35","4","1.38","Tata","Nano"
"Bangalore","2011","46000","Petrol","Manual","First","13.4","1798","157.8","5","5.5","Skoda","Laura"
"Mumbai","2016","28000","Petrol","Automatic","First","17.21","1197","103.5","5","7.25","Volkswagen","Polo"
"Coimbatore","2014","83558","Diesel","Manual","First","22.32","1582","126.32","5","6.98","Hyundai","Verna"
"Hyderabad","2017","40000","Diesel","Manual","First","22.95","1248","74","5","5.25","Tata","Bolt"
"Kolkata","2013","36000","Petrol","Manual","First","21.1","814","55.2","5","1.95","Hyundai","EON"
"Bangalore","2014","21000","Diesel","Automatic","First","17.11","1968","174.33","5","24.5","Audi","A4"
"Kochi","2013","62162","Diesel","Manual","First","12.99","2494","100","7","8.31","Toyota","Innova"
"Hyderabad","2012","83000","Diesel","Automatic","First","11.74","2987","254.8","5","36","Mercedes-Benz","M-Class"
"Pune","2015","58000","Diesel","Manual","First","24.4","1120","71","5","5.5","Hyundai","Xcent"
"Kochi","2011","62332","Petrol","Automatic","First","11.7","2354","177.6","5","5.89","Honda","Accord"
"Kochi","2016","50867","Diesel","Manual","First","20.34","1498","103.2","5","7.95","Volkswagen","Vento"
"Mumbai","2010","73000","Petrol","Manual","First","17","1197","80","5","2.75","Hyundai","i20"
"Jaipur","2012","98008","Diesel","Manual","First","22.7","1582","126.24","5","6.25","Hyundai","Elantra"
"Hyderabad","2015","36000","Diesel","Manual","First","20","1399","68.05","5","4.95","Ford","Figo"
"Kochi","2019","27339","Petrol","Manual","First","18.6","1197","81.83","5","6.27","Hyundai","i20"
"Kolkata","2017","25000","Diesel","Manual","First","23.9","1582","126.2","5","8.65","Hyundai","Verna"
"Kolkata","2014","37000","Petrol","Manual","First","18.9","1197","82","5","3.5","Hyundai","Grand"
"Hyderabad","2015","56000","Diesel","Automatic","First","14.16","1968","174.3","5","35","Audi","Q5"
"Kolkata","2015","27000","Petrol","Manual","First","17.5","1298","85.8","5","4.45","Maruti","Swift"
"Kolkata","2012","37000","Petrol","Manual","First","18.5","1197","80","5","2.65","Hyundai","i20"
"Kolkata","2017","10500","Diesel","Manual","First","25.32","1198","77","5","4.7","Mahindra","KUV"
"Ahmedabad","2014","49000","Diesel","Automatic","First","18.23","1582","126.2","5","8.9","Hyundai","Elantra"
"Mumbai","2017","7000","Diesel","Manual","First","17.1","1956","170","5","17.45","Jeep","Compass"
"Coimbatore","2017","71256","Diesel","Manual","First","24.3","1248","88.5","5","9.58","Maruti","Vitara"
"Kochi","2012","83184","Petrol","Manual","First","14.28","1798","138.03","5","6.22","Toyota","Corolla"
"Kolkata","2013","87284","Diesel","Manual","First","15.1","2179","140","7","7.8","Mahindra","XUV500"
"Mumbai","2016","7000","Diesel","Automatic","First","20.68","1995","190","5","27.75","BMW","X1"
"Pune","2015","29000","Diesel","Manual","Second","22.54","1396","88.73","5","7","Hyundai","i20"
"Coimbatore","2017","33552","Diesel","Automatic","First","11.57","2987","254.79","5","64.87","Mercedes-Benz","GLE"
"Bangalore","2013","64000","Diesel","Manual","Second","17.3","1998","163.7","5","6.5","Chevrolet","Cruze"
"Jaipur","2011","82000","Petrol","Manual","Second","18.5","1197","80","5","2.7","Hyundai","i20"
"Mumbai","2012","70000","Petrol","Manual","Second","19.4","1198","86.8","5","2.5","Honda","Brio"
"Hyderabad","2013","166194","Diesel","Manual","First","19.3","1461","84.8","7","3.9","Nissan","Evalia"
"Delhi","2015","58000","Petrol","Manual","First","16.47","1198","73.9","5","3.95","Volkswagen","Polo"
"Chennai","2010","77000","Petrol","Manual","Second","20.36","1197","78.9","5","2.1","Hyundai","i10"
"Pune","2009","73204","Diesel","Automatic","Third","18.1","1991","147.9","4","3.5","Chevrolet","Cruze"
